Molecule ChEMBL ID	Smiles	Standard Type	Standard Relation	Standard Value	Standard Unit
CHEMBL2115334	CN1C(=O)c2cccnc2N(C2CC2)c2cc(Cl)cnc21	IC50	=	760.0	nM
CHEMBL124453	CCSc1cc(NCc2nc3ccccc3o2)c(O)nc1C	IC50	=	430.0	nM
CHEMBL301222	Cc1ccc2c(c1)Oc1ccc(N)cc1C(=O)N2C	IC50	=	30.0	nM
CHEMBL32038	CC(C)C1OC(C#CC2CC2)(C(F)(F)F)c2cc(Cl)ccc2NC1=O	IC50	=	597.0	nM
CHEMBL308644	CC(C)=CCN1[C@@H](C)c2cc(Cl)cc3nc(S)n(c23)C[C@H]1C	IC50	=	480.0	nM
CHEMBL434441	Cc1nc(CCCCCCC(=O)c2ccccc2)n2nc(-n3cncc3C)ccc12	IC50	=	100.0	nM
CHEMBL125299	CCc1cc(NCc2nc3cccc(F)c3o2)c(O)nc1C	IC50	=	92.0	nM
CHEMBL356313	Cc1ccc(OCc2ccnc3c2NC(=O)c2cccnc2N3C2CC2)cc1	IC50	=	580.0	nM
CHEMBL144653	CCN1c2ncccc2C(=O)N(C)c2ccc(-c3cccc(O)c3)nc21	IC50	=	180.0	nM
CHEMBL143107	COc1ccc2c(n1)N(C1CC1)c1ncccc1C(=O)N2C	IC50	=	120.0	nM
CHEMBL144652	CCN1c2ncccc2C(=O)N(C)c2ccc(-c3ccco3)nc21	IC50	=	110.0	nM
CHEMBL57113	O=C1Nc2ccc(Cl)cc2[C@@](C#CC2CC2)(C(F)(F)F)[C@H]1OCc1ccncc1	IC50	=	129.0	nM
CHEMBL357664	CCN1c2ncccc2C(=O)Nc2c(COCc3ccccc3)cc(OC)nc21	IC50	=	920.0	nM
CHEMBL149161	S=C(NCC12CC3CC(CC(C3)C1)C2)Nc1nccs1	IC50	=	600.0	nM
CHEMBL108360	Cc1ccc(C(=O)CSc2nc(O)c(C(C)C)c(Cc3cccc4ccccc34)n2)cc1	IC50	=	240.0	nM
CHEMBL214391	Cc1cn([C@@H]2O[C@H](CO[Si](C)(C)C(C)(C)C)[C@@]3(OS(=O)(=O)C=C3N)[C@H]2O[Si](C)(C)C(C)(C)C)c(=O)n(CCc2ccccc2)c1=O	IC50	=	800.0	nM
CHEMBL135808	CN(C)c1ccc(CC/N=C(\S)Nc2ccc(Br)cn2)c(F)c1C#N	IC50	=	110.0	nM
CHEMBL3414861	O=C1Cc2cc(Cc3ccc(Br)cc3)ccc2C(=O)N1O	IC50	=	1000.0	nM
CHEMBL124726	CCc1cc(NCc2nc3cccc(CC)c3o2)c(O)nc1C	IC50	=	260.0	nM
CHEMBL310306	O=C1Nc2ccc(Cl)cc2C(C#Cc2ncccn2)(C2CC2)N1	IC50	=	130.0	nM
CHEMBL32290	O=C1COC(C#CC2CC2)(C(F)(F)F)c2cc(Cl)ccc2N1	IC50	=	432.0	nM
CHEMBL48637	CCN1c2ncccc2-c2nccn2-c2cccnc21	IC50	=	775.0	nM
CHEMBL422371	CCN1c2ncc(CSc3nc4ccccc4o3)cc2C(=O)Nc2c(C)cc(Cl)nc21	IC50	=	8.0	nM
CHEMBL327744	CCN1c2ncc(CCc3ccnc(CO)c3)cc2C(=O)N(C)c2ccc(Cl)nc21	IC50	=	160.0	nM
CHEMBL319032	CCN1c2ncc(CCc3cccc(C)c3)cc2C(=O)N(C)c2cccnc21	IC50	=	110.0	nM
CHEMBL134227	CC(=O)O[C@@H]1c2c(c3c(c4c(-c5ccccc5)cc(=O)oc24)OC(C)(C)C=C3)O[C@H](C)[C@H]1C	IC50	=	720.0	nM
CHEMBL82798	CCc1ccc(OC)c(CNc2cc(CC)c(C)nc2O)c1	IC50	=	32.0	nM
CHEMBL147749	[N-]=[N+]=Nc1ccccc1CC/N=C(\S)Nc1nccs1	IC50	=	30.0	nM
CHEMBL336635	CCc1cccnc1N(C)C1CCN(C(=O)c2cc3cc(NS(C)(=O)=O)ccc3[nH]2)CC1	IC50	=	61.0	nM
CHEMBL70743	CCN1c2ncccc2C(=O)N(C)c2cc(Cl)c(N)nc21	IC50	=	850.0	nM
CHEMBL144326	CCN1c2ncccc2C(=O)N(C)c2ccc(N3CCCC3)nc21	IC50	=	20.0	nM
CHEMBL400546	Cc1ccc(NC(=S)NCCc2ccccn2)nc1	IC50	=	50.0	nM
CHEMBL102957	S=C(NCCc1ccccc1Cl)Nc1nccs1	IC50	=	600.0	nM
CHEMBL3038093	C/C=C/C[C@@H](C)[C@@H](O)[C@H]1C(=O)N[C@@H](CC)C(=O)N(C)[C@H](SCCN2CCOCC2)C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](C(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@H](C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](C(C)C)C(=O)N1C	IC50	=	101.0	nM
CHEMBL4284329	O=c1cc(Cc2cccc(-c3ccc(Cl)cc3)c2)[nH]c(=O)n1O	IC50	=	12.0	nM
CHEMBL56052	Cc1cc(C#N)c2c(c1)Oc1ncccc1C(=O)N2C	IC50	=	55.0	nM
CHEMBL331237	Cn1nc(N)c2cn([C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)c3ncnc1c23	IC50	=	40.0	nM
CHEMBL340248	Cc1nc(CCCCCCC(=O)c2ccccc2)n2ncccc12	IC50	=	560.0	nM
CHEMBL254414	CCOc1cccc(CCNC(=S)Nc2nccs2)c1	IC50	=	60.0	nM
CHEMBL173635	CCc1cc(CCc2ncc(-c3ccccc3)o2)c(O)nc1C	IC50	=	385.0	nM
CHEMBL83641	CCc1cc(CCc2cc(CC)c(C)nc2O)c(O)nc1C	IC50	=	400.0	nM
CHEMBL171919	CCc1cc(SCc2nc3c(Cl)ccc(Cl)c3o2)c(O)nc1C	IC50	=	11.0	nM
CHEMBL199090	CC(C)=C(O)Cc1c(O)c(C(=O)CC(C)C)c(O)c2c(-c3ccccc3)cc(=O)oc12	IC50	=	500.0	nM
CHEMBL98159	CCc1cc(CCc2cc3ccccc3o2)c(O)nc1C	IC50	=	130.0	nM
CHEMBL101834	CCN1c2ncc(CCc3ccc(NS(C)(=O)=O)cc3)cc2C(=O)N(C)c2ccc(Cl)nc21	IC50	=	560.0	nM
CHEMBL336807	CCc1cccnc1N(CC)C1CCN(C(=O)c2cc3cc(NS(C)(=O)=O)ccc3[nH]2)CC1	IC50	=	98.0	nM
CHEMBL102960	CCN1c2ncc(CCc3cccc(F)c3)cc2C(=O)N(C)c2cccnc21	IC50	=	370.0	nM
CHEMBL315289	Cc1cc(C)cc([C@]23SCCN2C(=O)c2ccccc23)c1	IC50	=	16.0	nM
CHEMBL341512	Cc1nc(CCCCCCC(=O)c2ccccc2)n2nc(N(C)C)ccc12	IC50	=	270.0	nM
CHEMBL387370	Cc1cn([C@@H]2O[C@H](CO[Si](C)(C)C(C)(C)C)[C@@]3(OS(=O)(=O)C=C3N)[C@H]2O[Si](C)(C)C(C)(C)C)c(=O)n(CCCO)c1=O	IC50	=	700.0	nM
CHEMBL312397	CCN1c2ncccc2C(=O)N(C)c2ccc(-c3c[nH]c4ccncc34)nc21	IC50	=	222.0	nM
CHEMBL126634	COc1cc(NCc2nc3c(Cl)ccc(Cl)c3o2)c(O)nc1C	IC50	=	115.0	nM
CHEMBL321847	O=C1Nc2ccc([N+](=O)[O-])cc2C(C#CC2CC2)(C(F)(F)F)O1	IC50	=	209.0	nM
CHEMBL333128	CN(C)C(=O)/C=C/CSc1nc(N)cc(Cl)n1	IC50	=	200.0	nM
CHEMBL4291563	O=c1cc(Cc2cccc(-c3ccccc3)c2)[nH]c(=O)n1O	IC50	=	16.0	nM
CHEMBL100629	CCN1c2ncc(/C=C\c3ccccc3)cc2C(=O)N(C)c2cccnc21	IC50	=	250.0	nM
CHEMBL319762	CCN1c2ncc(CCc3ccccc3C)cc2C(=O)N(C)c2cccnc21	IC50	=	200.0	nM
CHEMBL314633	O=C1c2ccccc2C2(c3cc(Cl)cc(Cl)c3)SCCN12	IC50	=	590.0	nM
CHEMBL15411	Cc1cc(C)c2c(n1)N(C1CC1)c1ncccc1C(=O)N2	IC50	=	70.0	nM
CHEMBL1161005	Cc1cn([C@H]2CC(N=[N+]=[N-])C(COP(=S)(S)OP(=O)(O)OP(=O)(O)O)O2)c(=O)[nH]c1=O	IC50	=	940.0	nM
CHEMBL43308	Cc1ccnc2c1-n1ccnc1-c1cccnc1N2C1CC1	IC50	=	217.0	nM
CHEMBL356611	CCCOC(=O)c1cccn1S(=O)(=O)c1cc(Cl)ccc1N	IC50	=	400.0	nM
CHEMBL323413	CNc1ccc2c(c1)C(C#CC(C)C)(C(F)(F)F)OC(=O)N2	IC50	=	473.0	nM
CHEMBL102113	CCN1c2ncc(CCc3ccnc(N)c3)cc2C(=O)N(C)c2ccc(Cl)nc21	IC50	=	160.0	nM
CHEMBL99644	CCN1c2ncc(COc3ccc(O)cc3)cc2C(=O)N(C)c2ccc(Cl)nc21	IC50	=	210.0	nM
CHEMBL4175393	Cc1c(C(=O)O)sc2[nH]c(=O)n(O)c(=O)c12	IC50	=	100.0	nM
CHEMBL108154	CC(C)C#CC1(C(F)(F)F)OC(=O)Nc2cccc(F)c21	IC50	=	102.0	nM
CHEMBL155689	CCC(C)Sc1nc(O)cc(Cc2ccccc2F)n1	IC50	=	300.0	nM
CHEMBL4276679	COc1ccc(-c2ccc(Sc3cc(=O)n(O)c(=O)[nH]3)cc2)cc1OC	IC50	=	4.0	nM
CHEMBL4286262	Cc1cc(-c2ccc(Sc3cc(=O)n(O)c(=O)[nH]3)cc2)ccc1F	IC50	=	5.0	nM
CHEMBL383088	NS(=O)(=O)c1ccc(NC(=O)CSc2nnnn2-c2cccc(Cl)c2Cl)c(Cl)c1	IC50	=	9.0	nM
CHEMBL145004	CCN1c2ncccc2C(=O)N(C)c2ccc(-c3ccccc3OC)nc21	IC50	=	820.0	nM
CHEMBL145796	CCN1c2ncccc2C(=O)Nc2c(C=O)cc(OC)nc21	IC50	=	240.0	nM
CHEMBL206522	NS(=O)(=O)c1ccc(NC(=O)CSc2nnnn2-c2cc(Cl)ccc2Cl)c(Cl)c1	IC50	=	3.0	nM
CHEMBL208057	Cc1cc(C)c(-n2nnnc2SCC(=O)Nc2ccc(S(N)(=O)=O)cc2C)c(C)c1	IC50	=	54.0	nM
CHEMBL2114371	CC[C@@H]1O[C@](C#CC2CC2)(C(F)(F)F)c2cc(F)ccc2NC1=O	IC50	=	171.0	nM
CHEMBL372241	CCN1c2ncc(CCOc3ccc4c(C(=O)O)cccc4c3)cc2C(=O)N(C)c2cccnc21	IC50	=	63.0	nM
CHEMBL1203236	COc1ccc2c(C)nc(CCCCCCC(=O)c3ccccc3)n2n1.Cl	IC50	=	640.0	nM
CHEMBL205999	Cc1cc(C)c(-n2nnnc2SCC(=O)Nc2ccccc2I)c(C)c1	IC50	=	31.0	nM
CHEMBL207839	Cc1cc(C)c(-n2nnnc2SCC(=O)Nc2ccccc2[N+](=O)[O-])c(C)c1	IC50	=	3.0	nM
CHEMBL132122	COc1ccc2c(c1)N(C(=O)OC(C)C)C(CSC)C(S)=N2	IC50	=	170.0	nM
CHEMBL88966	O=C(NCCC(=O)c1ccccc1F)Nc1ccc(Br)cn1	IC50	=	54.0	nM
CHEMBL326513	COC(=O)N[C@H](C(=O)NN(Cc1ccc(-c2cncs2)cc1)C[C@H](O)[C@H](Cc1ccccc1)NC(=O)[C@@H](NC(=O)OC)C(C)(C)C)C(C)C	IC50	=	14.0	nM
CHEMBL340556	CCNc1cccnc1N(C(C)C)C1CCN(C(=O)c2cc3cc(NS(C)(=O)=O)ccc3[nH]2)CC1	IC50	=	380.0	nM
CHEMBL368172	Cc1c(C(C)c2c(F)cccc2F)nc(NC2CCCC2)[nH]c1=O	IC50	=	35.0	nM
CHEMBL538904	Nc1nc2c(ncn2C2C=CC(OCP(=O)(O)OP(=O)(O)OP(=O)(O)O)C2)c(=O)[nH]1	IC50	=	300.0	nM
CHEMBL40632	Cc1ncc([N+](=O)[O-])n1CCOC(c1ccccc1)c1cccc([N+](=O)[O-])c1	IC50	=	300.0	nM
CHEMBL125205	O=C(CCCCCCc1ncc2ccc(Cl)nn12)c1ccccc1	IC50	=	340.0	nM
CHEMBL252963	CN(C)c1ccc(F)c(CCNC(=S)Nc2ccc(Cl)cn2)c1F	IC50	=	8.0	nM
CHEMBL422123	CN1C(=O)c2cccnc2N(C2CC2)c2nc(-c3cc[nH]c3)ccc21	IC50	=	50.0	nM
CHEMBL297956	N#Cc1c(N)cccc1S(=O)(=O)c1cccc2ccccc12	IC50	=	1000.0	nM
CHEMBL3038082	C/C=C/C[C@@H](C)[C@@H](O)[C@H]1C(=O)N[C@@H](CC)C(=O)N(C)[C@H](SCCN2CCCCC2)C(=O)N(C)[C@@H](CC(C)(C)O)C(=O)N[C@@H](C(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@H](C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](C(C)C)C(=O)N1C	IC50	=	19.5	nM
CHEMBL319224	N#Cc1ccc(F)c(CC/N=C(\S)Nc2ccc(Cl)cn2)c1F	IC50	=	400.0	nM
CHEMBL336237	CCc1c(C)nc(O)c(N)c1Sc1cc(C)cc(C)c1	IC50	=	15.0	nM
CHEMBL311075	Cc1cn(C2CC(N=[N+]=[N-])C(COP(=O)(O)P(=O)(O)P(=O)(O)O)O2)c(=O)[nH]c1=O	IC50	=	34.0	nM
CHEMBL174364	Cc1cc(CCc2nc3c(Cl)ccc(Cl)c3o2)c(O)nc1C	IC50	=	97.0	nM
CHEMBL314012	CN1C(=O)Nc2ccc(Cl)cc2C1(C#Cc1ccccn1)C1CC1	IC50	=	19.6	nM
CHEMBL35434	CC(C)=CCN1Cc2cccc3nc(S)n(c23)C(Cl)[C@@H]1C	IC50	=	200.0	nM
CHEMBL253995	Fc1cccc(CCNC(=S)Nc2nccs2)c1	IC50	=	150.0	nM
CHEMBL318646	CCN1c2ncc(CCC#N)cc2C(=O)N(C)c2cccnc21	IC50	=	210.0	nM
CHEMBL103593	CCN1c2ncc(CCc3ccccc3N)cc2C(=O)N(C)c2cccnc21	IC50	=	80.0	nM
CHEMBL100968	CCN1c2ncc(CCc3cncnc3)cc2C(=O)N(C)c2cccnc21	IC50	=	540.0	nM
CHEMBL85574	CCc1cc(NCc2nc(C)c(C)cc2OC)c(O)nc1C	IC50	=	70.0	nM
CHEMBL66155	CC(C)=CCN1CCn2c(=S)[nH]c3ccc(Cl)c(c32)C1C	IC50	=	12.0	nM
CHEMBL111635	CC(C)C#CC1(C(F)(F)F)OC(=O)Nc2ccc([N+](=O)[O-])cc21	IC50	=	199.0	nM
CHEMBL420740	CC(C)=CCN1CCn2c(=O)[nH]c3ccc(Cl)c(c32)C1C	IC50	=	145.0	nM
CHEMBL110048	CCCC#CC1(C(F)(F)F)OC(=O)Nc2ccc([N+](=O)[O-])cc21	IC50	=	304.0	nM
CHEMBL121827	CC(C)Nc1ccc(Cl)nc1N(C)C1CCN(C(=O)c2cc3cc(NS(C)(=O)=O)ccc3[nH]2)CC1	IC50	=	360.0	nM
CHEMBL127564	CCc1cc(NCc2nc3c(OC)cccc3o2)c(O)nc1C	IC50	=	180.0	nM
CHEMBL320282	Oc1ncccc1C(C#CC1CC1)(OCc1ccccc1)C(F)(F)F	IC50	=	11.82	nM
CHEMBL69566	CC1Cn2c(S)nc3cc(Cl)cc(c32)CN1CC1CC1	IC50	=	34.0	nM
CHEMBL144852	CCN1c2ncccc2C(=O)N(C)c2ccc(N3CC=CC3)nc21	IC50	=	640.0	nM
CHEMBL116229	CCC(C)[C@H](NC(=O)OC)C(=O)N[C@@H](Cc1ccccc1)[C@@H](O)CN(Cc1ccc(-c2ccccn2)cc1)NC(=O)[C@@H](NC(=O)OC)C(C)C	IC50	=	28.0	nM
CHEMBL326408	COC(=O)N[C@H](C(=O)N[C@@H](Cc1ccccc1)[C@@H](O)CN(Cc1ccc(-c2cncs2)cc1)NC(=O)[C@@H](NC(=O)OC)C(C)(C)C)C(C)C	IC50	=	13.0	nM
CHEMBL254839	CC(C)c1csc(NC(=S)NCCc2ccccc2)n1	IC50	=	200.0	nM
CHEMBL59458	O=C1Nc2ccc(F)c(Cl)c2[C@@](C#CC2CC2)(C(F)(F)F)N1	IC50	=	59.0	nM
CHEMBL144851	CCN1c2ncccc2C(=O)Nc2c(C)cc(N3CCC(O)C3)nc21	IC50	=	40.0	nM
CHEMBL2092833	Cc1cn([C@@H]2C[C@@H](F)[C@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O2)c(=O)[nH]c1=O	IC50	=	50.0	nM
CHEMBL4293068	O=c1cc(Sc2cccc(-c3ccc(F)cc3)c2)[nH]c(=O)n1O	IC50	=	5.0	nM
CHEMBL4289142	O=c1cc(Sc2ccc(Cl)cc2)[nH]c(=O)n1O	IC50	=	12.0	nM
CHEMBL4279266	O=c1cc(Sc2cccc(F)c2)[nH]c(=O)n1O	IC50	=	14.0	nM
CHEMBL4294970	O=c1cc(Cc2cccc(-c3cccc(F)c3)c2)[nH]c(=O)n1O	IC50	=	18.0	nM
CHEMBL4290770	O=c1cc(Cc2ccc(-c3cc(Cl)cc(C(F)(F)F)c3)cc2)[nH]c(=O)n1O	IC50	=	15.0	nM
CHEMBL291024	CCN1c2ncccc2NC(=O)c2cccnc21	IC50	=	440.0	nM
CHEMBL132756	COc1ccc(F)c(CC/N=C(\S)Nc2ccc(Br)cn2)c1C#N	IC50	=	1.0	nM
CHEMBL318982	CCN1c2ncc(CCc3ccncc3)cc2C(=O)N(C)c2ccc(I)nc21	IC50	=	90.0	nM
CHEMBL419629	CN1C(=O)c2cccnc2N(CCF)c2ccccc21	IC50	=	1000.0	nM
CHEMBL59917	O=C1Nc2ccc(Cl)c(Cl)c2[C@@](C#CC2CC2)(C(F)(F)F)N1	IC50	=	166.0	nM
CHEMBL300721	CC(C)CN1c2cc(Cl)ccc2NC(=O)C1(C#CC1CC1)C(F)(F)F	IC50	=	404.0	nM
CHEMBL430601	O=C1Nc2ccc(F)cc2[C@@](C#Cc2ccccn2)(C(F)(F)F)N1	IC50	=	126.0	nM
CHEMBL123478	CCN(c1nc(F)ccc1NC(C)(C)C)C1CCN(C(=O)c2cc3cc(NS(C)(=O)=O)ccc3[nH]2)CC1	IC50	=	730.0	nM
CHEMBL85110	CCc1c(Sc2ccccc2)n(COCCOCc2ccccc2)c(=O)[nH]c1=O	IC50	=	3.0	nM
CHEMBL4529253	COc1ccc(-c2cccc(Oc3cc(=O)n(O)c(=O)n3C)c2)cc1	IC50	=	400.0	nM
CHEMBL151896	COC(=O)c1cccn1S(=O)(=O)c1cc(Cl)ccc1N	IC50	=	450.0	nM
CHEMBL281230	CC1OC(/C=C/C2CC2)(C(F)(F)F)c2c(ccc(F)c2F)NC1=O	IC50	=	173.0	nM
CHEMBL420367	CC(C)=CCN1CCn2c(=S)[nH]c3ccc(Cl)c(c32)C1	IC50	=	46.0	nM
CHEMBL79403	CC(C)=CCN1Cc2cccc3nc(S)n(c23)C[C@H]1C	IC50	=	70.0	nM
CHEMBL189942	CCN1c2ncc(CCOc3ccc(C(=O)O)cc3C)cc2C(=O)N(C)c2ccc(F)nc21	IC50	=	150.0	nM
CHEMBL39092	O=C(O)c1ccc2ccc(/C=C/c3ccc(O)c(O)c3)nc2c1O	IC50	=	1000.0	nM
CHEMBL314572	CCC(c1cc(O)nc(SC(C)C)n1)c1cccc2ccccc12	IC50	=	800.0	nM
CHEMBL187438	CCCc1c(O)nc2ccc(Cl)cc2c1[S+]([O-])C1CCCCC1	IC50	=	380.0	nM
CHEMBL324233	CCC#CC1(C(F)(F)F)OC(=O)Nc2cccc(F)c21	IC50	=	127.0	nM
CHEMBL289816	O=C1Nc2cccnc2N(C2CC2)c2ncccc21	IC50	=	450.0	nM
CHEMBL326941	CCOC(=O)N[C@H](C(=O)NN(Cc1ccc(-c2cncs2)cc1)C[C@H](O)[C@H](Cc1ccccc1)NC(=O)[C@@H](NC(=O)OC)C(C)(C)C)C(C)C	IC50	=	22.0	nM
CHEMBL325343	CCc1cc(C(C#CC2CC2)(OCc2c(Cl)cccc2Cl)C(F)(F)F)c(O)nc1C	IC50	=	41.1	nM
CHEMBL346023	CCC(C)Sc1nc(O)cc(Cc2cccc(F)c2)n1	IC50	=	600.0	nM
CHEMBL87235	CCC(C)Sc1nc(O)c(C)c(Cc2c(F)cccc2F)n1	IC50	=	50.0	nM
CHEMBL88397	O=C(CCNC(=S)Nc1ccc(Br)cn1)c1ccccc1Cl	IC50	=	10.0	nM
CHEMBL303446	O=C1Nc2ccc(Cl)c3c2C(C(F)(F)F)(C=C(C2CC2)O3)N1	IC50	=	90.0	nM
CHEMBL146770	S=C(NCCC1=CCCCC1)Nc1nccs1	IC50	=	900.0	nM
CHEMBL87393	CCC(C)Sc1nc(O)cc(Cc2c(F)cccc2F)n1	IC50	=	50.0	nM
CHEMBL56051	Cc1cc2c(c([N+](=O)[O-])c1)N(C)C(=O)c1cccnc1O2	IC50	=	23.0	nM
CHEMBL145322	CCN1c2ncccc2C(=O)N(C)c2ccc(N(C)C)nc21	IC50	=	770.0	nM
CHEMBL99018	CCc1cc(NCc2nc3c(C)cccc3o2)c(O)nc1C	IC50	=	125.0	nM
CHEMBL325900	COC(=O)N[C@H](C(=O)N[C@@H](Cc1ccccc1)[C@@H](O)CN(Cc1ccc(-c2nccs2)cc1)NC(=O)[C@@H](NC(=O)OC)C(C)(C)C)C(C)C	IC50	=	18.0	nM
CHEMBL56501	Cc1cc2c(cc1C)N(C(C)C)C(=O)c1cc(N)cnc1O2	IC50	=	45.0	nM
CHEMBL300608	Cc1cc(C)c2c(c1)Oc1ccc(O)cc1C(=O)N2C	IC50	=	63.0	nM
CHEMBL324601	CCN(CC)c1ccc(CN(C[C@H](O)[C@H](Cc2ccccc2)NC(=O)[C@@H](NC(=O)OC)C(C)(C)C)NC(=O)[C@@H](NC(=O)OC)C(C)(C)C)cc1	IC50	=	41.0	nM
CHEMBL115673	COC(=O)N[C@H](C(=O)N[C@@H](Cc1ccccc1)[C@@H](O)CN(Cc1ccc(-c2nnn(C)n2)cc1)NC(=O)[C@@H](NC(=O)OC)C(C)(C)C)C(C)(C)C	IC50	=	27.0	nM
CHEMBL162118	CCN1c2ncc(CSc3ccncc3)cc2C(=O)Nc2c(C)cc(Cl)nc21	IC50	=	2.2	nM
CHEMBL313212	O=C1c2ccccc2C2(c3cccc([N+](=O)[O-])c3)SCCN12	IC50	=	860.0	nM
CHEMBL156340	Cc1c(O)nc(SC2CCCCC2)nc1Cc1c(F)cccc1F	IC50	=	70.0	nM
CHEMBL37762	O=C(Nc1ccc(Cl)cn1)N[C@@H]1C[C@@H]1c1c(F)cccc1F	IC50	=	2.0	nM
CHEMBL295978	CCN1c2ncccc2-c2nccn2-c2ccc(OC)nc21	IC50	=	600.0	nM
CHEMBL193125	CCN1c2ncc(CCOc3ccc(C(=O)O)cc3)cc2C(=O)N(C)c2cccnc21	IC50	=	95.0	nM
CHEMBL106694	Oc1ncccc1C(C#CC1CC1)(Oc1cccc(Oc2ccccc2)c1)C(F)(F)F	IC50	=	24.34	nM
CHEMBL368084	O=C(/C=C(\O)c1ccc(Cc2ccc(F)cc2)o1)c1nc[nH]n1	IC50	=	20.0	nM
CHEMBL297851	CC(C)OC(=O)N1c2cc(Cl)ccc2NC(=O)C1(C#CC1CC1)C(F)(F)F	IC50	=	160.0	nM
CHEMBL68353	O=C1Nc2ccc(Cl)c3c2C(C(F)(F)F)(C=C(c2ccccc2)O3)N1	IC50	=	244.0	nM
CHEMBL381513	Cc1cc(C)c(-n2nnnc2SCC(=O)Nc2ccccc2Br)c(C)c1	IC50	=	7.0	nM
CHEMBL144820	CN1C(=O)c2cccnc2N(C2CC2)c2nc(Cl)ccc21	IC50	=	90.0	nM
CHEMBL144591	O=C1Nc2c(CC3=CCNC3)ccnc2N(C2CC2)c2ncccc21	IC50	=	640.0	nM
CHEMBL284241	Cc1cccc(Cc2nc(SC3CCCCC3)nc(O)c2C)c1	IC50	=	900.0	nM
CHEMBL58542	CCCCCC=C(c1cc(Br)c(OC)c(C(=O)OC)c1)c1cc(Br)c(OC)c(C(=O)OC)c1	IC50	=	380.0	nM
CHEMBL121881	CC(C)Nc1ccnnc1N(C)C1CCN(C(=O)c2cc3cc(NS(C)(=O)=O)ccc3[nH]2)CC1	IC50	=	740.0	nM
CHEMBL66350	C=C(C)CN1Cc2cccc3nc(S)n(c23)CC1C	IC50	=	26.0	nM
CHEMBL82856	CCc1cc(CCc2cc(CC)c(C)nc2OC)c(O)nc1C	IC50	=	65.0	nM
CHEMBL125928	COC(=O)c1cccc(CSc2nc(N)cc(Cl)n2)c1	IC50	=	330.0	nM
CHEMBL172311	CCc1cc(CCc2nc3c(Cl)ccc(Cl)c3o2)c(S)nc1C	IC50	=	30.0	nM
CHEMBL204993	Cc1cc(C)c(-n2nnnc2SCC(=O)Nc2ccc([N+](=O)[O-])cc2Cl)c(C)c1	IC50	=	22.0	nM
CHEMBL177016	CCc1cc(CCc2nc3c(C)cccc3o2)c(O)nc1C	IC50	=	33.0	nM
CHEMBL23361	Nc1nc(O)c2ncn(C3C=CC(OCP(=O)(O)OP(=O)(O)OP(=O)(O)OP(=O)(O)COC4C=CC(n5cnc6c(O)nc(N)nc65)C4)C3)c2n1	IC50	=	700.0	nM
CHEMBL266007	COC(=O)N[C@H](C(=O)N[C@@H](Cc1ccccc1)[C@@H](O)CN(Cc1ccc(-c2ccccc2)cc1)NC(=O)[C@@H](NC(=O)OC)C(C)(C)C)C(C)C	IC50	=	51.0	nM
CHEMBL82764	O=C1Nc2ccc(Cl)cc2C(C#Cc2ccccc2[N+](=O)[O-])(C2CC2)N1	IC50	=	12.8	nM
CHEMBL135380	O=C1c2ccccc2C(=O)N1CCNC(=S)Nc1ccc(Cl)cn1	IC50	=	1.0	nM
CHEMBL443063	CN(C)c1ccc(F)c(CCNC(=S)Nc2ccc(Br)cn2)c1F	IC50	=	170.0	nM
CHEMBL57216	Nc1ccc(CO[C@H]2C(=O)Nc3ccc(Cl)cc3[C@@]2(C#CC2CC2)C(F)(F)F)cc1	IC50	=	412.0	nM
CHEMBL290410	CSCN1c2ncccc2C(=O)N(C)c2cccnc21	IC50	=	850.0	nM
CHEMBL125232	CCc1cc(N(C)Cc2nc3c(Cl)ccc(Cl)c3o2)c(O)nc1C	IC50	=	58.0	nM
CHEMBL80064	O=C1Nc2ccc(Cl)cc2C(C#Cc2ccccc2)(C2CC2)N1	IC50	=	17.7	nM
CHEMBL37056	CC(C)Nc1cccnc1N1CCN(C(=O)c2cc3ccc(NS(C)(=O)=O)cc3[nH]2)CC1	IC50	=	500.0	nM
CHEMBL606999	Cc1cn([C@H]2C=C[C@]3(COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])C[C@H]23)c(=O)[nH]c1=O.[Na+].[Na+].[Na+].[Na+]	IC50	=	650.0	nM
CHEMBL293332	CCN1C(=O)c2cc(N)cnc2Oc2cc(C)c(C)cc21	IC50	=	71.0	nM
CHEMBL60513	COc1ccc2c(c1)[C@@](C#CC(C)C)(C(F)(F)F)NC(=O)N2	IC50	=	401.0	nM
CHEMBL317072	CCN1c2ncc(CCC(N)=O)cc2C(=O)N(C)c2cccnc21	IC50	=	620.0	nM
CHEMBL328848	CCN1c2ncc(CCc3nccs3)cc2C(=O)N(C)c2cccnc21	IC50	=	40.0	nM
