frag_ref	frag	score
6op0_A7A_frag11	4rw6_494_frag1	0.35837
6op0_A7A_frag11	4rw6_494_frag2	0.36488
6op0_A7A_frag11	4rw6_494_frag3	0.3789
6op0_A7A_frag11	4rw6_494_frag4	0.37977
6op0_A7A_frag11	4rw6_494_frag5	0.3843
6op0_A7A_frag11	4rw6_494_frag6	0.40388
6op0_A7A_frag11	4rw6_494_frag7	0.3843
6op0_A7A_frag11	4rw6_494_frag8	0.40494
6op0_A7A_frag11	4rw6_494_frag9	0.53198
6op0_A7A_frag11	4rw6_494_frag10	0.47797
6op0_A7A_frag11	4rw6_494_frag11	0.53198
6op0_A7A_frag11	4rw6_494_frag12	0.48706
6op0_A7A_frag11	4rw6_494_frag13	0.47797
6op0_A7A_frag11	4rw6_494_frag14	0.59437
6op0_A7A_frag11	4rw6_494_frag15	0.47922
6op0_A7A_frag11	4rw6_494_frag16	0.59437
6op0_A7A_frag11	4rw6_494_frag17	0.47481
6op0_A7A_frag11	4rw6_494_frag18	0.41554
6op0_A7A_frag11	4rw6_494_frag19	0.40122
6op0_A7A_frag11	4rw6_494_frag20	0.33766
6op0_A7A_frag11	5cyq_T27_frag1	0.3573
6op0_A7A_frag11	5cyq_T27_frag2	0.3573
6op0_A7A_frag11	5cyq_T27_frag3	0.36234
6op0_A7A_frag11	5cyq_T27_frag4	0.36234
6op0_A7A_frag11	5cyq_T27_frag5	0.36645
6op0_A7A_frag11	5cyq_T27_frag6	0.36963
6op0_A7A_frag11	5cyq_T27_frag7	0.37349
6op0_A7A_frag11	5cyq_T27_frag8	0.40088
6op0_A7A_frag11	5cyq_T27_frag9	0.37749
6op0_A7A_frag11	5cyq_T27_frag10	0.40088
6op0_A7A_frag11	5cyq_T27_frag11	0.40088
6op0_A7A_frag11	5cyq_T27_frag12	0.46939
6op0_A7A_frag11	5cyq_T27_frag13	0.40088
6op0_A7A_frag11	5cyq_T27_frag14	0.39703
6op0_A7A_frag11	5cyq_T27_frag15	0.50568
6op0_A7A_frag11	5cyq_T27_frag16	0.41235
6op0_A7A_frag11	5cyq_T27_frag17	0.42729
6op0_A7A_frag11	5cyq_T27_frag18	0.40918
6op0_A7A_frag11	5cyq_T27_frag19	0.42854
6op0_A7A_frag11	5cyq_T27_frag20	0.42729
6op0_A7A_frag11	5cyq_T27_frag21	0.41175
6op0_A7A_frag11	5cyq_T27_frag22	0.41235
6op0_A7A_frag11	5cyq_T27_frag23	0.41175
6op0_A7A_frag11	5cyq_T27_frag24	0.42854
6op0_A7A_frag11	5cyq_T27_frag25	0.33757
6op0_A7A_frag11	5cyq_T27_frag26	0.33766
6op0_A7A_frag11	5cyq_T27_frag27	0.37663
6op0_A7A_frag11	5cyq_T27_frag28	0.33766
6op0_A7A_frag12	1s6q_TPB_frag1	0.33431
6op0_A7A_frag12	1s6q_TPB_frag2	0.33476
6op0_A7A_frag12	1s6q_TPB_frag3	0.33512
6op0_A7A_frag12	1s6q_TPB_frag4	0.33539
6op0_A7A_frag12	1s6q_TPB_frag5	0.33623
6op0_A7A_frag12	1s6q_TPB_frag6	0.33623
6op0_A7A_frag12	1s6q_TPB_frag7	0.33666
6op0_A7A_frag12	1s6q_TPB_frag8	0.33666
6op0_A7A_frag12	1s6q_TPB_frag9	0.33681
6op0_A7A_frag12	1s6q_TPB_frag10	0.33711
6op0_A7A_frag12	1s6q_TPB_frag11	0.33705
6op0_A7A_frag12	1s6q_TPB_frag12	0.33739
6op0_A7A_frag12	1s6q_TPB_frag13	0.3373
6op0_A7A_frag12	1s6q_TPB_frag14	0.33781
6op0_A7A_frag12	1s6q_TPB_frag15	0.33739
6op0_A7A_frag12	1s6q_TPB_frag16	0.33761
6op0_A7A_frag12	1s6q_TPB_frag17	0.33781
6op0_A7A_frag12	1s6q_TPB_frag18	0.33804
6op0_A7A_frag12	1s6q_TPB_frag19	0.33659
6op0_A7A_frag12	1s6q_TPB_frag20	0.33964
6op0_A7A_frag12	1s6q_TPB_frag21	0.3366
6op0_A7A_frag12	1s9e_ADB_frag1	0.3321
6op0_A7A_frag12	1s9e_ADB_frag2	0.33262
6op0_A7A_frag12	1s9e_ADB_frag3	0.33337
6op0_A7A_frag12	1s9e_ADB_frag4	0.3337
6op0_A7A_frag12	1s9e_ADB_frag5	0.33592
6op0_A7A_frag12	1s9e_ADB_frag6	0.33592
6op0_A7A_frag12	1s9e_ADB_frag7	0.33648
6op0_A7A_frag12	1s9e_ADB_frag8	0.33648
6op0_A7A_frag12	1s9e_ADB_frag9	0.3369
6op0_A7A_frag12	1s9e_ADB_frag10	0.33726
6op0_A7A_frag12	1s9e_ADB_frag11	0.33815
6op0_A7A_frag12	1s9e_ADB_frag12	0.33704
6op0_A7A_frag12	1s9e_ADB_frag13	0.3387
6op0_A7A_frag12	1s9e_ADB_frag14	0.33815
6op0_A7A_frag12	1s9e_ADB_frag15	0.33807
6op0_A7A_frag12	1s9e_ADB_frag16	0.3387
6op0_A7A_frag12	1s9e_ADB_frag17	0.33744
6op0_A7A_frag12	1s9e_ADB_frag18	0.33885
6op0_A7A_frag12	1s9e_ADB_frag19	0.33658
6op0_A7A_frag12	1s9e_ADB_frag20	0.33654
6op0_A7A_frag12	1s9e_ADB_frag21	0.3366
6op0_A7A_frag12	1s9e_ADB_frag22	0.33878
6op0_A7A_frag12	1tvr_TB9_frag1	0.33344
6op0_A7A_frag12	1tvr_TB9_frag2	0.3373
6op0_A7A_frag12	1tvr_TB9_frag3	0.3366
6op0_A7A_frag12	2b5j_3AC_frag1	0.33463
6op0_A7A_frag12	2b5j_3AC_frag2	0.33502
6op0_A7A_frag12	2b5j_3AC_frag3	0.33854
6op0_A7A_frag12	2b5j_3AC_frag4	0.33854
6op0_A7A_frag12	2b5j_3AC_frag5	0.33667
6op0_A7A_frag12	2b5j_3AC_frag6	0.33692
6op0_A7A_frag12	2b5j_3AC_frag7	0.33677
6op0_A7A_frag12	2b5j_3AC_frag8	0.33704
6op0_A7A_frag12	2b5j_3AC_frag9	0.3401
6op0_A7A_frag12	2b5j_3AC_frag10	0.33942
6op0_A7A_frag12	2b5j_3AC_frag11	0.3366
6op0_A7A_frag12	2b5j_3AC_frag12	0.34103
6op0_A7A_frag12	2ban_357_frag1	0.33261
6op0_A7A_frag12	2ban_357_frag2	0.33406
6op0_A7A_frag12	2ban_357_frag3	0.33372
6op0_A7A_frag12	2ban_357_frag4	0.33675
6op0_A7A_frag12	2ban_357_frag5	0.33642
6op0_A7A_frag12	2ban_357_frag6	0.33704
6op0_A7A_frag12	2ban_357_frag7	0.33972
6op0_A7A_frag12	2ban_357_frag8	0.34208
6op0_A7A_frag12	2ban_357_frag9	0.34208
6op0_A7A_frag12	2be2_R22_frag1	0.3315
6op0_A7A_frag12	2be2_R22_frag2	0.33369
6op0_A7A_frag12	2be2_R22_frag3	0.33489
6op0_A7A_frag12	2be2_R22_frag4	0.33571
6op0_A7A_frag12	2be2_R22_frag5	0.33661
6op0_A7A_frag12	2be2_R22_frag6	0.33709
6op0_A7A_frag12	2be2_R22_frag7	0.33622
6op0_A7A_frag12	2be2_R22_frag8	0.33608
6op0_A7A_frag12	2be2_R22_frag9	0.33624
6op0_A7A_frag12	2be2_R22_frag10	0.33752
6op0_A7A_frag12	2be2_R22_frag11	0.33999
6op0_A7A_frag12	2be2_R22_frag12	0.33955
6op0_A7A_frag12	2ic3_HBY_frag1	0.33137
6op0_A7A_frag12	2ic3_HBY_frag2	0.33338
6op0_A7A_frag12	2ic3_HBY_frag3	0.33446
6op0_A7A_frag12	2ic3_HBY_frag4	0.3368
6op0_A7A_frag12	2ic3_HBY_frag5	0.33716
6op0_A7A_frag12	2ic3_HBY_frag6	0.33787
6op0_A7A_frag12	2ic3_HBY_frag7	0.33916
6op0_A7A_frag12	2jle_I15_frag1	0.33394
6op0_A7A_frag12	2jle_I15_frag2	0.33487
6op0_A7A_frag12	2jle_I15_frag3	0.33487
6op0_A7A_frag12	2jle_I15_frag4	0.34183
6op0_A7A_frag12	2jle_I15_frag5	0.34183
6op0_A7A_frag12	2jle_I15_frag6	0.33626
6op0_A7A_frag12	2jle_I15_frag7	0.33626
6op0_A7A_frag12	2jle_I15_frag8	0.33653
6op0_A7A_frag12	2jle_I15_frag9	0.33653
6op0_A7A_frag12	2jle_I15_frag10	0.33653
6op0_A7A_frag12	2jle_I15_frag11	0.33653
6op0_A7A_frag12	2jle_I15_frag12	0.33734
6op0_A7A_frag12	2jle_I15_frag13	0.3366
6op0_A7A_frag12	2vg5_NNC_frag1	0.33361
6op0_A7A_frag12	2vg5_NNC_frag2	0.33374
6op0_A7A_frag12	2vg5_NNC_frag3	0.33671
6op0_A7A_frag12	2vg5_NNC_frag4	0.33894
6op0_A7A_frag12	2vg5_NNC_frag5	0.33731
6op0_A7A_frag12	2vg7_NNI_frag1	0.3342
6op0_A7A_frag12	2vg7_NNI_frag2	0.33647
6op0_A7A_frag12	2vg7_NNI_frag3	0.33439
6op0_A7A_frag12	2vg7_NNI_frag4	0.33804
6op0_A7A_frag12	2vg7_NNI_frag5	0.33768
6op0_A7A_frag12	2ykm_YKN_frag1	0.33336
6op0_A7A_frag12	2ykm_YKN_frag2	0.33646
6op0_A7A_frag12	2ykm_YKN_frag3	0.3383
6op0_A7A_frag12	2ykm_YKN_frag4	0.33729
6op0_A7A_frag12	2ykm_YKN_frag5	0.33966
6op0_A7A_frag12	2ykm_YKN_frag6	0.3366
6op0_A7A_frag12	2ykm_YKN_frag7	0.33658
6op0_A7A_frag12	2zd1_T27_frag1	0.32934
6op0_A7A_frag12	2zd1_T27_frag2	0.33047
6op0_A7A_frag12	2zd1_T27_frag3	0.32975
6op0_A7A_frag12	2zd1_T27_frag4	0.33091
6op0_A7A_frag12	2zd1_T27_frag5	0.33226
6op0_A7A_frag12	2zd1_T27_frag6	0.33266
6op0_A7A_frag12	2zd1_T27_frag7	0.33273
6op0_A7A_frag12	2zd1_T27_frag8	0.33672
6op0_A7A_frag12	2zd1_T27_frag9	0.33316
6op0_A7A_frag12	2zd1_T27_frag10	0.33672
6op0_A7A_frag12	2zd1_T27_frag11	0.33805
6op0_A7A_frag12	2zd1_T27_frag12	0.33609
6op0_A7A_frag12	2zd1_T27_frag13	0.33805
6op0_A7A_frag12	2zd1_T27_frag14	0.33616
6op0_A7A_frag12	2zd1_T27_frag15	0.33633
6op0_A7A_frag12	2zd1_T27_frag16	0.3393
6op0_A7A_frag12	2zd1_T27_frag17	0.34266
6op0_A7A_frag12	2zd1_T27_frag18	0.33648
6op0_A7A_frag12	2zd1_T27_frag19	0.33817
6op0_A7A_frag12	2zd1_T27_frag20	0.34266
6op0_A7A_frag12	2zd1_T27_frag21	0.3448
6op0_A7A_frag12	2zd1_T27_frag22	0.34148
6op0_A7A_frag12	2zd1_T27_frag23	0.3448
6op0_A7A_frag12	2zd1_T27_frag24	0.33966
6op0_A7A_frag12	2zd1_T27_frag25	0.33992
6op0_A7A_frag12	2zd1_T27_frag26	0.3366
6op0_A7A_frag12	2zd1_T27_frag27	0.3387
6op0_A7A_frag12	2zd1_T27_frag28	0.3366
6op0_A7A_frag12	2ze2_T27_frag1	0.33175
6op0_A7A_frag12	2ze2_T27_frag2	0.33321
6op0_A7A_frag12	2ze2_T27_frag3	0.33175
6op0_A7A_frag12	2ze2_T27_frag4	0.33321
6op0_A7A_frag12	2ze2_T27_frag5	0.33429
6op0_A7A_frag12	2ze2_T27_frag6	0.33429
6op0_A7A_frag12	2ze2_T27_frag7	0.33429
6op0_A7A_frag12	2ze2_T27_frag8	0.33786
6op0_A7A_frag12	2ze2_T27_frag9	0.33429
6op0_A7A_frag12	2ze2_T27_frag10	0.33786
6op0_A7A_frag12	2ze2_T27_frag11	0.34046
6op0_A7A_frag12	2ze2_T27_frag12	0.33668
6op0_A7A_frag12	2ze2_T27_frag13	0.34046
6op0_A7A_frag12	2ze2_T27_frag14	0.33668
6op0_A7A_frag12	2ze2_T27_frag15	0.33668
6op0_A7A_frag12	2ze2_T27_frag16	0.34062
6op0_A7A_frag12	2ze2_T27_frag17	0.34028
6op0_A7A_frag12	2ze2_T27_frag18	0.33668
6op0_A7A_frag12	2ze2_T27_frag19	0.34602
6op0_A7A_frag12	2ze2_T27_frag20	0.34028
6op0_A7A_frag12	2ze2_T27_frag21	0.34028
6op0_A7A_frag12	2ze2_T27_frag22	0.34572
6op0_A7A_frag12	2ze2_T27_frag23	0.34028
6op0_A7A_frag12	2ze2_T27_frag24	0.36162
6op0_A7A_frag12	2ze2_T27_frag25	0.34025
6op0_A7A_frag12	2ze2_T27_frag26	0.3366
6op0_A7A_frag12	2ze2_T27_frag27	0.33855
6op0_A7A_frag12	3bgr_T27_frag1	0.32839
6op0_A7A_frag12	3bgr_T27_frag2	0.32964
6op0_A7A_frag12	3bgr_T27_frag3	0.32913
6op0_A7A_frag12	3bgr_T27_frag4	0.33063
6op0_A7A_frag12	3bgr_T27_frag5	0.33371
6op0_A7A_frag12	3bgr_T27_frag6	0.33371
6op0_A7A_frag12	3bgr_T27_frag7	0.33498
6op0_A7A_frag12	3bgr_T27_frag8	0.33551
6op0_A7A_frag12	3bgr_T27_frag9	0.33498
6op0_A7A_frag12	3bgr_T27_frag10	0.33634
6op0_A7A_frag12	3bgr_T27_frag11	0.33746
6op0_A7A_frag12	3bgr_T27_frag12	0.33615
6op0_A7A_frag12	3bgr_T27_frag13	0.33881
6op0_A7A_frag12	3bgr_T27_frag14	0.33636
6op0_A7A_frag12	3bgr_T27_frag15	0.33659
6op0_A7A_frag12	3bgr_T27_frag16	0.34004
6op0_A7A_frag12	3bgr_T27_frag17	0.3451
6op0_A7A_frag12	3bgr_T27_frag18	0.33682
6op0_A7A_frag12	3bgr_T27_frag19	0.34083
6op0_A7A_frag12	3bgr_T27_frag20	0.34865
6op0_A7A_frag12	3bgr_T27_frag21	0.3451
6op0_A7A_frag12	3bgr_T27_frag22	0.34364
6op0_A7A_frag12	3bgr_T27_frag23	0.34865
6op0_A7A_frag12	3bgr_T27_frag24	0.3455
6op0_A7A_frag12	3bgr_T27_frag25	0.33865
6op0_A7A_frag12	3bgr_T27_frag26	0.33659
6op0_A7A_frag12	3bgr_T27_frag27	0.34088
6op0_A7A_frag12	3bgr_T27_frag28	0.3366
6op0_A7A_frag12	3dmj_GWE_frag1	0.32981
6op0_A7A_frag12	3dmj_GWE_frag2	0.33043
6op0_A7A_frag12	3dmj_GWE_frag3	0.33339
6op0_A7A_frag12	3dmj_GWE_frag4	0.33373
6op0_A7A_frag12	3dmj_GWE_frag5	0.33512
6op0_A7A_frag12	3dmj_GWE_frag6	0.33596
6op0_A7A_frag12	3dmj_GWE_frag7	0.33512
6op0_A7A_frag12	3dmj_GWE_frag8	0.33631
6op0_A7A_frag12	3dmj_GWE_frag9	0.33968
6op0_A7A_frag12	3dmj_GWE_frag10	0.33548
6op0_A7A_frag12	3dmj_GWE_frag11	0.33968
6op0_A7A_frag12	3dmj_GWE_frag12	0.33672
6op0_A7A_frag12	3dmj_GWE_frag13	0.33565
6op0_A7A_frag12	3dmj_GWE_frag14	0.34589
6op0_A7A_frag12	3dmj_GWE_frag15	0.33719
6op0_A7A_frag12	3dmj_GWE_frag16	0.34589
6op0_A7A_frag12	3dmj_GWE_frag17	0.33717
6op0_A7A_frag12	3dmj_GWE_frag18	0.3428
6op0_A7A_frag12	3dmj_GWE_frag19	0.33719
6op0_A7A_frag12	3dmj_GWE_frag20	0.34046
6op0_A7A_frag12	3dmj_GWE_frag21	0.33728
6op0_A7A_frag12	3dmj_GWE_frag22	0.34046
6op0_A7A_frag12	3dmj_GWE_frag23	0.33728
6op0_A7A_frag12	3dmj_GWE_frag24	0.33842
6op0_A7A_frag12	3dmj_GWE_frag25	0.34698
6op0_A7A_frag12	3dmj_GWE_frag26	0.36493
6op0_A7A_frag12	3dmj_GWE_frag27	0.33983
6op0_A7A_frag12	3dmj_GWE_frag28	0.3366
6op0_A7A_frag12	3dmj_GWE_frag29	0.33656
6op0_A7A_frag12	3dol_GWI_frag1	0.33089
6op0_A7A_frag12	3dol_GWI_frag2	0.33089
6op0_A7A_frag12	3dol_GWI_frag3	0.33407
6op0_A7A_frag12	3dol_GWI_frag4	0.33472
6op0_A7A_frag12	3dol_GWI_frag5	0.33407
6op0_A7A_frag12	3dol_GWI_frag6	0.33472
6op0_A7A_frag12	3dol_GWI_frag7	0.33697
6op0_A7A_frag12	3dol_GWI_frag8	0.33697
6op0_A7A_frag12	3dol_GWI_frag9	0.33765
6op0_A7A_frag12	3dol_GWI_frag10	0.33736
6op0_A7A_frag12	3dol_GWI_frag11	0.33612
6op0_A7A_frag12	3dol_GWI_frag12	0.33765
6op0_A7A_frag12	3dol_GWI_frag13	0.33612
6op0_A7A_frag12	3dol_GWI_frag14	0.33663
6op0_A7A_frag12	3dol_GWI_frag15	0.34469
6op0_A7A_frag12	3dol_GWI_frag16	0.34469
6op0_A7A_frag12	3dol_GWI_frag17	0.33739
6op0_A7A_frag12	3dol_GWI_frag18	0.34007
6op0_A7A_frag12	3dol_GWI_frag19	0.33739
6op0_A7A_frag12	3dol_GWI_frag20	0.34037
6op0_A7A_frag12	3dol_GWI_frag21	0.33775
6op0_A7A_frag12	3dol_GWI_frag22	0.33827
6op0_A7A_frag12	3dol_GWI_frag23	0.33775
6op0_A7A_frag12	3dol_GWI_frag24	0.34037
6op0_A7A_frag12	3dol_GWI_frag25	0.33728
6op0_A7A_frag12	3dol_GWI_frag26	0.34594
6op0_A7A_frag12	3dol_GWI_frag27	0.3366
6op0_A7A_frag12	3dol_GWI_frag28	0.34212
6op0_A7A_frag12	3dol_GWI_frag29	0.33658
6op0_A7A_frag12	3hvt_NVP_frag1	0.33488
6op0_A7A_frag12	3hvt_NVP_frag2	0.33584
6op0_A7A_frag12	3hvt_NVP_frag3	0.3398
6op0_A7A_frag12	3hvt_NVP_frag4	0.33822
6op0_A7A_frag12	3irx_UDR_frag1	0.32906
6op0_A7A_frag12	3irx_UDR_frag2	0.33088
6op0_A7A_frag12	3irx_UDR_frag3	0.32924
6op0_A7A_frag12	3irx_UDR_frag4	0.32999
6op0_A7A_frag12	3irx_UDR_frag5	0.33128
6op0_A7A_frag12	3irx_UDR_frag6	0.33191
6op0_A7A_frag12	3irx_UDR_frag7	0.33031
6op0_A7A_frag12	3irx_UDR_frag8	0.33247
6op0_A7A_frag12	3irx_UDR_frag9	0.33261
6op0_A7A_frag12	3irx_UDR_frag10	0.33415
6op0_A7A_frag12	3irx_UDR_frag11	0.33422
6op0_A7A_frag12	3irx_UDR_frag12	0.33276
6op0_A7A_frag12	3irx_UDR_frag13	0.3337
6op0_A7A_frag12	3irx_UDR_frag14	0.33484
6op0_A7A_frag12	3irx_UDR_frag15	0.33558
6op0_A7A_frag12	3irx_UDR_frag16	0.3351
6op0_A7A_frag12	3irx_UDR_frag17	0.33682
6op0_A7A_frag12	3irx_UDR_frag18	0.33432
6op0_A7A_frag12	3irx_UDR_frag19	0.33912
6op0_A7A_frag12	3irx_UDR_frag20	0.33858
6op0_A7A_frag12	3irx_UDR_frag21	0.33673
6op0_A7A_frag12	3irx_UDR_frag22	0.33677
6op0_A7A_frag12	3irx_UDR_frag23	0.33814
6op0_A7A_frag12	3irx_UDR_frag24	0.3428
6op0_A7A_frag12	3irx_UDR_frag25	0.33658
6op0_A7A_frag12	3irx_UDR_frag26	0.33773
6op0_A7A_frag12	3irx_UDR_frag27	0.3401
6op0_A7A_frag12	3irx_UDR_frag28	0.36214
6op0_A7A_frag12	3is9_AC7_frag1	0.32973
6op0_A7A_frag12	3is9_AC7_frag2	0.33155
6op0_A7A_frag12	3is9_AC7_frag3	0.33079
6op0_A7A_frag12	3is9_AC7_frag4	0.33096
6op0_A7A_frag12	3is9_AC7_frag5	0.33049
6op0_A7A_frag12	3is9_AC7_frag6	0.33245
6op0_A7A_frag12	3is9_AC7_frag7	0.33245
6op0_A7A_frag12	3is9_AC7_frag8	0.33155
6op0_A7A_frag12	3is9_AC7_frag9	0.33172
6op0_A7A_frag12	3is9_AC7_frag10	0.33205
6op0_A7A_frag12	3is9_AC7_frag11	0.33092
6op0_A7A_frag12	3is9_AC7_frag12	0.33053
6op0_A7A_frag12	3is9_AC7_frag13	0.33171
6op0_A7A_frag12	3is9_AC7_frag14	0.33296
6op0_A7A_frag12	3is9_AC7_frag15	0.33307
6op0_A7A_frag12	3is9_AC7_frag16	0.3325
6op0_A7A_frag12	3is9_AC7_frag17	0.33168
6op0_A7A_frag12	3is9_AC7_frag18	0.33211
6op0_A7A_frag12	3is9_AC7_frag19	0.33261
6op0_A7A_frag12	3is9_AC7_frag20	0.33244
6op0_A7A_frag12	3is9_AC7_frag21	0.33297
6op0_A7A_frag12	3is9_AC7_frag22	0.33207
6op0_A7A_frag12	3is9_AC7_frag23	0.3322
6op0_A7A_frag12	3is9_AC7_frag24	0.33171
6op0_A7A_frag12	3is9_AC7_frag25	0.33166
6op0_A7A_frag12	3is9_AC7_frag26	0.3331
6op0_A7A_frag12	3is9_AC7_frag27	0.33391
6op0_A7A_frag12	3is9_AC7_frag28	0.33357
6op0_A7A_frag12	3is9_AC7_frag29	0.33313
6op0_A7A_frag12	3is9_AC7_frag30	0.33346
6op0_A7A_frag12	3is9_AC7_frag31	0.33294
6op0_A7A_frag12	3is9_AC7_frag32	0.33353
6op0_A7A_frag12	3is9_AC7_frag33	0.33336
6op0_A7A_frag12	3is9_AC7_frag34	0.33254
6op0_A7A_frag12	3is9_AC7_frag35	0.33319
6op0_A7A_frag12	3is9_AC7_frag36	0.33303
6op0_A7A_frag12	3is9_AC7_frag37	0.33182
6op0_A7A_frag12	3is9_AC7_frag38	0.33295
6op0_A7A_frag12	3is9_AC7_frag39	0.33303
6op0_A7A_frag12	3is9_AC7_frag40	0.3342
6op0_A7A_frag12	3is9_AC7_frag41	0.33367
6op0_A7A_frag12	3is9_AC7_frag42	0.33453
6op0_A7A_frag12	3is9_AC7_frag43	0.33433
6op0_A7A_frag12	3is9_AC7_frag44	0.33315
6op0_A7A_frag12	3is9_AC7_frag45	0.33321
6op0_A7A_frag12	3is9_AC7_frag46	0.33407
6op0_A7A_frag12	3is9_AC7_frag47	0.33404
6op0_A7A_frag12	3is9_AC7_frag48	0.33388
6op0_A7A_frag12	3is9_AC7_frag49	0.33399
6op0_A7A_frag12	3is9_AC7_frag50	0.33297
6op0_A7A_frag12	3is9_AC7_frag51	0.33335
6op0_A7A_frag12	3is9_AC7_frag52	0.33429
6op0_A7A_frag12	3is9_AC7_frag53	0.33477
6op0_A7A_frag12	3is9_AC7_frag54	0.33483
6op0_A7A_frag12	3is9_AC7_frag55	0.33439
6op0_A7A_frag12	3is9_AC7_frag56	0.33405
6op0_A7A_frag12	3is9_AC7_frag57	0.33446
6op0_A7A_frag12	3is9_AC7_frag58	0.334
6op0_A7A_frag12	3is9_AC7_frag59	0.3343
6op0_A7A_frag12	3is9_AC7_frag60	0.33408
6op0_A7A_frag12	3is9_AC7_frag61	0.33475
6op0_A7A_frag12	3is9_AC7_frag62	0.33525
6op0_A7A_frag12	3is9_AC7_frag63	0.33485
6op0_A7A_frag12	3is9_AC7_frag64	0.33514
6op0_A7A_frag12	3is9_AC7_frag65	0.33509
6op0_A7A_frag12	3is9_AC7_frag66	0.33511
6op0_A7A_frag12	3is9_AC7_frag67	0.33549
6op0_A7A_frag12	3is9_AC7_frag68	0.33516
6op0_A7A_frag12	3is9_AC7_frag69	0.33486
6op0_A7A_frag12	3is9_AC7_frag70	0.33568
6op0_A7A_frag12	3is9_AC7_frag71	0.33572
6op0_A7A_frag12	3is9_AC7_frag72	0.33568
6op0_A7A_frag12	3is9_AC7_frag73	0.33522
6op0_A7A_frag12	3is9_AC7_frag74	0.33555
6op0_A7A_frag12	3is9_AC7_frag75	0.33599
6op0_A7A_frag12	3is9_AC7_frag76	0.3359
6op0_A7A_frag12	3is9_AC7_frag77	0.33591
6op0_A7A_frag12	3is9_AC7_frag78	0.33645
6op0_A7A_frag12	3is9_AC7_frag79	0.33635
6op0_A7A_frag12	3is9_AC7_frag80	0.3367
6op0_A7A_frag12	3is9_AC7_frag81	0.33582
6op0_A7A_frag12	3is9_AC7_frag82	0.33639
6op0_A7A_frag12	3is9_AC7_frag83	0.33676
6op0_A7A_frag12	3is9_AC7_frag84	0.33718
6op0_A7A_frag12	3is9_AC7_frag85	0.33715
6op0_A7A_frag12	3is9_AC7_frag86	0.3374
6op0_A7A_frag12	3is9_AC7_frag87	0.33719
6op0_A7A_frag12	3is9_AC7_frag88	0.33831
6op0_A7A_frag12	3is9_AC7_frag89	0.33809
6op0_A7A_frag12	3is9_AC7_frag90	0.33953
6op0_A7A_frag12	3is9_AC7_frag91	0.33939
6op0_A7A_frag12	3is9_AC7_frag92	0.34208
6op0_A7A_frag12	3qlh_T27_frag1	0.32918
6op0_A7A_frag12	3qlh_T27_frag2	0.33172
6op0_A7A_frag12	3qlh_T27_frag3	0.32918
6op0_A7A_frag12	3qlh_T27_frag4	0.33172
6op0_A7A_frag12	3qlh_T27_frag5	0.33334
6op0_A7A_frag12	3qlh_T27_frag6	0.33423
6op0_A7A_frag12	3qlh_T27_frag7	0.33334
6op0_A7A_frag12	3qlh_T27_frag8	0.33667
6op0_A7A_frag12	3qlh_T27_frag9	0.33423
6op0_A7A_frag12	3qlh_T27_frag10	0.33667
6op0_A7A_frag12	3qlh_T27_frag11	0.34103
6op0_A7A_frag12	3qlh_T27_frag12	0.33676
6op0_A7A_frag12	3qlh_T27_frag13	0.34103
6op0_A7A_frag12	3qlh_T27_frag14	0.33676
6op0_A7A_frag12	3qlh_T27_frag15	0.33676
6op0_A7A_frag12	3qlh_T27_frag16	0.34044
6op0_A7A_frag12	3qlh_T27_frag17	0.34702
6op0_A7A_frag12	3qlh_T27_frag18	0.33676
6op0_A7A_frag12	3qlh_T27_frag19	0.34182
6op0_A7A_frag12	3qlh_T27_frag20	0.35133
6op0_A7A_frag12	3qlh_T27_frag21	0.34702
6op0_A7A_frag12	3qlh_T27_frag22	0.34806
6op0_A7A_frag12	3qlh_T27_frag23	0.35133
6op0_A7A_frag12	3qlh_T27_frag24	0.35306
6op0_A7A_frag12	3qlh_T27_frag25	0.34109
6op0_A7A_frag12	3qlh_T27_frag26	0.33659
6op0_A7A_frag12	3qlh_T27_frag27	0.33947
6op0_A7A_frag12	4g1q_T27_frag1	0.32978
6op0_A7A_frag12	4g1q_T27_frag2	0.33079
6op0_A7A_frag12	4g1q_T27_frag3	0.33018
6op0_A7A_frag12	4g1q_T27_frag4	0.33124
6op0_A7A_frag12	4g1q_T27_frag5	0.33242
6op0_A7A_frag12	4g1q_T27_frag6	0.33289
6op0_A7A_frag12	4g1q_T27_frag7	0.33289
6op0_A7A_frag12	4g1q_T27_frag8	0.33668
6op0_A7A_frag12	4g1q_T27_frag9	0.33341
6op0_A7A_frag12	4g1q_T27_frag10	0.33668
6op0_A7A_frag12	4g1q_T27_frag11	0.33799
6op0_A7A_frag12	4g1q_T27_frag12	0.33621
6op0_A7A_frag12	4g1q_T27_frag13	0.33799
6op0_A7A_frag12	4g1q_T27_frag14	0.33634
6op0_A7A_frag12	4g1q_T27_frag15	0.33636
6op0_A7A_frag12	4g1q_T27_frag16	0.33755
6op0_A7A_frag12	4g1q_T27_frag17	0.34207
6op0_A7A_frag12	4g1q_T27_frag18	0.33662
6op0_A7A_frag12	4g1q_T27_frag19	0.33825
6op0_A7A_frag12	4g1q_T27_frag20	0.34207
6op0_A7A_frag12	4g1q_T27_frag21	0.34443
6op0_A7A_frag12	4g1q_T27_frag22	0.33867
6op0_A7A_frag12	4g1q_T27_frag23	0.34443
6op0_A7A_frag12	4g1q_T27_frag24	0.33974
